cleaned_text,label,lexicon_label
raya headline tukar stupid fools people now shop for bargains they also spend when they have money gaji masuk hb la sibukteam najib bodoh lipat ganda,cyberbullying,cyberbullying
wkkwkw stiap bodoh ya,cyberbullying,cyberbullying
utututu sayaanbggkuu,non-cyberbullying,non-cyberbullying
duit lu disahamin biar kurs rupiah ehh si goblok ngomongin pribadi negara bodoh,cyberbullying,cyberbullying
ambil putus gua pikirin lakuin dilakuin sm gua yg tolol bodoh yg udah bikin gua sampe ditirik gua benci,cyberbullying,cyberbullying
negara azab pimpin bodoh,cyberbullying,cyberbullying
bodoh soy boy lembik wakil alumni,cyberbullying,cyberbullying
main bareng nyeritain gimana chat nya dua kayak gimana sih yng salah gimana bodoh banget aaaaaa fucccck karna ketemu ngebahas cowok yng suka nanya suka sma bilng nya nggak,cyberbullying,cyberbullying
gua gatau gua jalan yg bener nggak gua tau gua tolol bodoh gua current condition ditinggalin rungkad gua ken juang usaha mati an ajar fokus trading crypto,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
please bodoh bgt salah fatal milih presiden kek diaaaa arghhh keselll bgtt dosa masy indonesiaaa njirrrr,cyberbullying,cyberbullying
org bodoh kasi jabat salah strategi salah org,cyberbullying,cyberbullying
mau bodoh,cyberbullying,cyberbullying
a good guy friend of mine asked me what my first impression of him was ckp bodoh knp sbb tau wujud kau sekolah kecoh budak hilang jari main mercun,cyberbullying,cyberbullying
otak lu dipake kgk kontol lu gk baca palak elu emang rumah doang rt ya maklum tolol gw rumah kampung gonta ganti aja noh yg malak eh otak bodoh el,cyberbullying,cyberbullying
game bodoh rutinitashariini,cyberbullying,cyberbullying
kadang liberal bodoh,cyberbullying,cyberbullying
bodoh nak gaslight puasa puasa orang puasa zina nampak puasa takut gaduh liberal kau nak paling puasa jgn bodoh pls,cyberbullying,cyberbullying
ingat peristiwa malam acak bodoh rekam vlog,cyberbullying,cyberbullying
nder samain orang orang pikir pandang pikir bodoh orang anggap,cyberbullying,cyberbullying
penat bodoh gin,cyberbullying,cyberbullying
oiya bodoh pinter ya,cyberbullying,cyberbullying
ngga bodoh,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
kepala otak ni nak senyap bodoh serabut,cyberbullying,cyberbullying
kau faham terma convention in constitutional law sia mp convention faham,non-cyberbullying,non-cyberbullying
liberal bodoh mcm kau la merosakkan islam spesies bodoh mcm ko ni elok ja takyah generasi alpha,cyberbullying,cyberbullying
tgk tzuyang masak utk buka like bodoh nok bkk video mukbang pastu kejut org tgh mkn unless that person niat utk sakit hati u uve no right to feel attached,cyberbullying,cyberbullying
bodoh banget,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
bkn bodoh emg si cewek jg ken kali,cyberbullying,cyberbullying
udah bodoh aja,cyberbullying,cyberbullying
bodoh juak chat reply nya kelak igek jak,cyberbullying,cyberbullying
setann aje minder liat ny orang bodoh tuh kek gitu,cyberbullying,cyberbullying
efisiensi bodoh duit d penting ga rapat d hotel anj,cyberbullying,cyberbullying
bodoh la tidur,cyberbullying,cyberbullying
ngga ges ajar drilling jam ajar bodoh salah,cyberbullying,cyberbullying
ngaca fir yg bodoh sesat situ artikel ngomong opo leee,cyberbullying,cyberbullying
udah nepotisme bodoh lgi kualitas nol nepotisme benar tpi udah nepotisme kualitas gada dosa negara amegakure smpe kaya gni yah wakage,cyberbullying,cyberbullying
buzzerrp wakil kaum iq golong miskin bodoh buzzerrp tugas tenang kaum nya anggar bansos potong efisiensi negara baikbaik,cyberbullying,cyberbullying
yg bodoh tuh yg mualaf pancing katakata mutiara yg tulis muhammad,cyberbullying,cyberbullying
bodoh hamba abdi jilat billionaire,cyberbullying,cyberbullying
bodoh sih ya,cyberbullying,cyberbullying
bodoh ya,cyberbullying,cyberbullying
yg pilih voters tuh langgar ham komandan kopassus pas orba ngilangin orang jg bodoh aja sih gue yg milih,cyberbullying,cyberbullying
bengang kene reject haahhahaha perempuan nampak ria tu nampak murah don t you think laki tu taknak ko ko rengek kat ngl mcm bodoh je,cyberbullying,cyberbullying
bodoh yaa kak,cyberbullying,cyberbullying
syarat jilat emg bodoh kayak,cyberbullying,cyberbullying
ih yaallahhh presiden bodoh banget yaallahhh gasangguppp please cepet cepet ketemu tuhan duluan pleaseee gue pleaseeee yaallahhhhhhhhh,cyberbullying,cyberbullying
sedih baca news dar tetiba nang ya allah selamat dunia gaza sedih bayang buka puasa tunggu buka kena bom rot in hell israhell bodoh,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
bodoh la perangai mcm sial serabut elok org mcm hg ni mampos cepat je senang,cyberbullying,cyberbullying
yg kirim pesan video ai yg nota bene benda mati diinput dgn syntax erti dgn video manusia nggak ngerti kah bodoh pinter keblinger uzur,cyberbullying,cyberbullying
bodoh banget dah,cyberbullying,cyberbullying
lahir bangkrut emas bumi tabula bankrut bodoh tau generasi nwo,cyberbullying,cyberbullying
bodoh nasib pile up nak bincang sila tepi ruang kat tepi,cyberbullying,cyberbullying
walanon bodoh fakta,cyberbullying,cyberbullying
pi main fb la bodoh kat sikit yg komen melayu cerdik melayu bodoh miskin mcm kau,cyberbullying,cyberbullying
otak nalar mu udah kagak jalan timbul yg bodoh tsb,cyberbullying,cyberbullying
ketimbang negara bela hati nak bina gaza hihihi bodoh betui mangkuk hayu,cyberbullying,cyberbullying
elok ko mamposla bodo ko komen bodoh ku tgok,cyberbullying,cyberbullying
bodoh bgt ajg,cyberbullying,cyberbullying
bodoh banget sih kmu,cyberbullying,cyberbullying
iya maaf bodoh lahir,cyberbullying,cyberbullying
masyarakat bodoh tolol belakang habis yg,cyberbullying,cyberbullying
kalo bodoh aja yaa ngajakngajak,cyberbullying,cyberbullying
iya pura bodoh aja,cyberbullying,cyberbullying
babi beruk makyeh plk ramai ni dh tua nak mati pon bodoh bebal bangang,cyberbullying,cyberbullying
aduhh bodoh banget posisi,cyberbullying,cyberbullying
orang orang bodoh terima kerja tel mentahmentah investigasi,cyberbullying,cyberbullying
bodoh banget gua,cyberbullying,cyberbullying
nak tangkap rempit kene style orang tu nama nak kabur mata mat rempit benda simple bodoh takleh fikir tak nak bedal pakai baju anggota dah caw,cyberbullying,cyberbullying
kang survey yg dungu bodoh perut rakyat sehat rakyat didik rakyat ukur dr surve,cyberbullying,cyberbullying
kalo akun gede bayar mahal in this economy liat bodoh mah gamasalah yg duit ngalir,cyberbullying,cyberbullying
lahh paham gimana pola perintah suguh judul berita prabowo ancam buzzer langsung rame viral kandan bodoh nya rakyat percaya gitu lohhdan akademisi aktivis kampus diam aja gituini yg,cyberbullying,cyberbullying
sorang je yg bodoh plus malu,cyberbullying,cyberbullying
orang sekolah pinter edukasi orang bodoh instant bodoh,cyberbullying,cyberbullying
kemaren riset anak pake ai ajar sulit kuasa materi kasar bodoh ga pake ai mentang mentang goblok anak indonesia sama,cyberbullying,cyberbullying
emang berantas gimana sih koq bodoh ya kaum yg kalah,cyberbullying,cyberbullying
imran band tu bodoh suka cari pasal content babit kn org mmg,cyberbullying,cyberbullying
voter muak ga sih terusterusan bodoh sih muak ya katai bodoh ajar cari informasi usaha pintar betah bodo banyak batu orangorangnya aneh,cyberbullying,cyberbullying
dissapointed but not suprised moga lelaki bodoh harrased orang ni cepat cepat mampus ya,cyberbullying,cyberbullying
bodoh banget yaaa,cyberbullying,cyberbullying
bodoh klu sebar la buat maksiat ni dik,cyberbullying,cyberbullying
cocok same wapresnye bodoh,cyberbullying,cyberbullying
bodoh bgt anjing,cyberbullying,cyberbullying
org bodoh yg cinta orang yg lihat butuh cinta butuh cinta butuh cina,cyberbullying,cyberbullying
although ni kejap haram kejap halal taktahu la salaf sufi sunni wahabi shia benda bodoh kait nama tuhan nabi anything related to agama solat mcm zikir mcm baca quran mcm campur,cyberbullying,cyberbullying
anak bodoh diam je,cyberbullying,cyberbullying
emang rakyat bodoh mati,cyberbullying,cyberbullying
la si bodoh main mercun jam pagi ni otak letak kat laaaa,cyberbullying,cyberbullying
dasar journalist bodoh kau ajar kau tipu resume bebal nak mampos ni,cyberbullying,cyberbullying
ya emang mutarbalikin kalimat yg ga tulisin emang ngatain orang yg chat bodoh ngga so fitnah nambahin makna komen orang harfiah,cyberbullying,cyberbullying
sabar bodoh,cyberbullying,cyberbullying
bodoh nya admin my media tu ye moga fila ni saman nak tengok sbb confident bodoh level gin kerja eh,cyberbullying,cyberbullying
bilang bodoh trade pc album pc tc konsep yg murce but gua tuh cuman ambil euphorianya aja njirr orang ngatain gua goblok tp gua emang dah lost interest ama pc yg w trade in yaudalah yak,cyberbullying,cyberbullying
bodoh live parody paranormal ni sumpah kanjeng geng cari hantu,cyberbullying,cyberbullying
anjirlaa omongane leli garai flashback trs napo bien ngono bgt ya bodoh bgt sok sok an milih eh zonk tenyata fak gw teh,cyberbullying,cyberbullying
sudut pandang bodoh jokowi ngemis please invest in my country asing berbai,cyberbullying,cyberbullying
dah tengok tutorial mcm beli blusher pakai nampak bodoh ret makeup nak makeup sometimes ni bodoh benda its only march n drawing ni gila error nak sahm,cyberbullying,cyberbullying
ekonomi kemburuk negeri sebab besar umr yg rendah daya beli turun solusi hanay naik umr langkah aktual umr gaji dpr ri tara umr gak tuju rakyat bodoh,cyberbullying,cyberbullying
ekonomi kemburuk negeri sebab besar umr yg rendah daya beli turun solusi hanay naik umr langkah aktual umr gaji dpr ri tara umr gak tuju rakyat bodoh,cyberbullying,cyberbullying
kampanye bodoh,cyberbullying,cyberbullying
gimana pinter aja bolos sekolah pantes aja bodoh,cyberbullying,cyberbullying
malas bodoh,cyberbullying,cyberbullying
kawan bodoh membebanu,cyberbullying,cyberbullying
bodoh kali kau,cyberbullying,cyberbullying
macemmacem sm cewe yg ngak bodoh enih,cyberbullying,cyberbullying
iyaa biar kliatan bodoh,cyberbullying,cyberbullying
otak gue ide buruk kaya orang bodoh aja,cyberbullying,cyberbullying
gausah gengsi jgn bodoh tau pinter ip ga jelek gibran,cyberbullying,cyberbullying
halah ngibul mobil listrik listrik pltu batubara kena banjir rusak mobil orang tolol bodoh wal katrok beli mobil,cyberbullying,cyberbullying
rela bodoh,cyberbullying,cyberbullying
woi walaon patut bangkang perkara gin bodoh,cyberbullying,cyberbullying
bodoh gitu,cyberbullying,cyberbullying
melalut bodoh,cyberbullying,cyberbullying
susah orang bodoh,cyberbullying,cyberbullying
bodoh bodoh dasar cinta jokowi bodoh dasar benci jokowi anak bangsa yg bodoh bodoh d adu domba edannn,cyberbullying,cyberbullying
orang bodoh,cyberbullying,cyberbullying
hmmm si bodoh jz kena bangang,cyberbullying,cyberbullying
tah mcm ko percaya benda ni started in oct samada bodoh buta hati keduaduanya,cyberbullying,cyberbullying
nih pendek malaysians mostly bodoh bab merging so nak kategori bodoh up your game you fucks,cyberbullying,cyberbullying
cinta bodoh,cyberbullying,cyberbullying
lmao bener skakmat sial nawat bawa projek e yg agens yg libat gk mgt aja berani nuntut nawat bahas projek idf jg maju krna projek jd ikut seret dlm agens bodoh,cyberbullying,cyberbullying
emang enak pura bodoh ya,cyberbullying,cyberbullying
stop perempuan bodoh,cyberbullying,cyberbullying
ni mesti kes duit dah habis perempuan tu putus bodoh la awek layan bini,cyberbullying,cyberbullying
tanda org iri dengki nasib mu g dya salahin mu sendri g sbruntung dya usaha mu yg otak ku yg lewat bodoh jngn salahin nasib org keburu bodoh mu bwat yg posting,cyberbullying,cyberbullying
bodoh tu simpan cktt kt anak cucu kelak pekat likatt tgkkk nk tentu tarikh raya pn kena tgk anak kalendar islam apooo smpai part lagu xyah religiouss,cyberbullying,cyberbullying
omong si orang bodoh gak tel mentah mentah plus ngundang ngizinin selenggara acara kaya gitu goblok sih,cyberbullying,cyberbullying
makas udah yaa tweet an lu lor kalo ga gua orang bodoh,cyberbullying,cyberbullying
driver driver bodoh alam bawak slow gila babi duduk lane pi duduk lane kiri babi,cyberbullying,cyberbullying
bang lu bodoh tolol rahasia bljr tks,cyberbullying,cyberbullying
phd farmasi paper farmasi trus orang nonfarmasi nyerang si phd wahabi sotoy bodoh jelek pick a struggle,cyberbullying,cyberbullying
bodoh,cyberbullying,cyberbullying
bodoh ku buat,cyberbullying,cyberbullying
salah bodoh,cyberbullying,cyberbullying
this benda senang camni korang susah paham delah cakap bodoh royan,cyberbullying,cyberbullying
bodoh kau ni cakap direct dgn dengar cakap picit tetek adoiii,cyberbullying,cyberbullying
gw sebell bgt anjggg knp si ni orang suka lagak bodoh nanyain super sensitif dgn enteng bgt pdhl sndiri tau efek yg butuh tangis narsum bgt ya kesel lg bgitu tau dlu kuliah psikologi,cyberbullying,cyberbullying
bener bodoh mah,cyberbullying,cyberbullying
kocak jokes postingan acara mana bias jdi kandidat beneran bodoh bgt,cyberbullying,cyberbullying
mcm org bodoh xde air p cedok air swimming pool,cyberbullying,cyberbullying
aduh bodoh kali,cyberbullying,cyberbullying
malam i kena block ngn kor betina ni and je i biar block orang kalah ni up status better block tengok orang toxic ade jela quote tah pape story bodoh kau cakap jela nak cover line perangai bebal,cyberbullying,cyberbullying
kaya gue beneran tobat deh biar kalo mati ga ketemu jabat dzolim nan bodoh,cyberbullying,cyberbullying
wanwand tolak menandatangani kontrak e sombong pc kontrak ditandatangani kau tolak dasar bodoh,cyberbullying,cyberbullying
kacau bahu gue tabrak kaca sakit banget bodoh,cyberbullying,cyberbullying
oii bodoh kau laki maksum laki perangai setan tu confirm syurga laki tak dosa perempuan je dosa sentiasa tolol kau ni,cyberbullying,cyberbullying
sem drama add drop dah sem bengap ret susun jadual pastu sengkang mata kena kalah bodoh gila,cyberbullying,cyberbullying
yg sedih senang kelas org yg bodoh kalian ajar,cyberbullying,cyberbullying
pintar sekolah pintar kampus rendah hati kunci hasil proses kuliah rendah hati aku bodoh kelas rajin diam ratap dosen,cyberbullying,cyberbullying
pilih bodoh lahir pimpin bodoh,cyberbullying,cyberbullying
bodoh banget main,cyberbullying,cyberbullying
tidur nyenyak jetlag brutal bangunbangun baca berita bursa efek disuspend trus dilanjutin komentar bodoh jabat ampe ya allah gin wni,cyberbullying,cyberbullying
statement bodoh yg keluar pimpin tinggi negara well jg ga lepas dr thn pimpin presiden,cyberbullying,cyberbullying
anjing nama polisi makan sekolah pol biar cerdas bodoh,cyberbullying,cyberbullying
zaman tun m gaji lps spm skrg dah bodoh walaun,cyberbullying,cyberbullying
bodoh bgt org islm ya ga mualaf,cyberbullying,cyberbullying
yg bodoh klo mnurut gw yg bilang terima kasih jokowi n hidup jokowiyg milihnya mingkem anggap sih lbh powerfull mulyono,cyberbullying,cyberbullying
wkwk pantes penyepong rezim bodoh orang kaya zarry yg disukain bodoh pelihara,cyberbullying,cyberbullying
bodoh amatin aja,cyberbullying,cyberbullying
ade jugak akal bodoh ni,cyberbullying,cyberbullying
bodoh bgt headset kabel ku gak rusak tombol gede kecilin suara kecilin tp gak tahu,cyberbullying,cyberbullying
in my case part bodoh gatau nya nyata si,cyberbullying,cyberbullying
lahh rilek laa bodoh politiciannormal people bodoh inicuba gas light politician bodoh,cyberbullying,cyberbullying
ko dah bodoh,cyberbullying,cyberbullying
buka twitter kagum indah ningning baca berita bodoh negara,cyberbullying,cyberbullying
beza ngan kau bodoh kau pulak pura pura pandai,cyberbullying,cyberbullying
ade jugak lg akal bodoh mcm ni ya yg bom negara negara jga yg salah masala yg tamat genjatan senjata tolong simpah komen bodoh kau ni,cyberbullying,cyberbullying
seengganya bodoh beneran gak bijak pura pura bodo nerbitin bijak wadidaw,cyberbullying,cyberbullying
i rarely say these words goblok tolol bodoh idiot lu yg perintah turun jajar dasar orang rakus gila jabat mata duit lu yg tukang nyebokin pimpin dzolim ttp nyanjung,cyberbullying,cyberbullying
aduhh bodoh bgt fak,cyberbullying,cyberbullying
moga prabrobro orang bodoh yg sok pemerintut dzalim gapernah tidur nyenyak yaallaaahhh maraaahhhh bangeeetttt semuaaa gebrak merekaaaa bjiirrrrr,cyberbullying,cyberbullying
yaa momen bodoh wkwk,cyberbullying,cyberbullying
jgn jdi bodoh,cyberbullying,cyberbullying
politis bodoh bodoh warga bodoh,cyberbullying,cyberbullying
maaf yh emang anak bodoh aja,cyberbullying,cyberbullying
wanita bodoh aja ya,cyberbullying,cyberbullying
tolol ni si botak minimal kalo botak otak lu ngetawain orang abis kena leceh benerbener bodoh,cyberbullying,cyberbullying
tibatiba ngerasa bodoh banget,cyberbullying,cyberbullying
